datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1993-08-09,16141440000.0,-109348860011.7,11.700000000000001,-93207420011.7,-0.036682524306542175,-932074.2001170006,2521926.400026004
1993-08-10,15277920000.0,-109348860011.7,11.700000000000001,-94070940011.7,0.00926449846902333,-940709.4001170007,2530561.6000260036
1993-08-11,16696960000.0,-109348860011.7,11.700000000000001,-92651900011.7,-0.015084786011742901,-926519.0001170007,2516371.2000260036
1993-08-12,33817280000.0,-109348860011.7,11.700000000000001,-75531580011.7,-0.18478109998648773,-755315.8001170005,2345168.0000260035
1993-08-13,13881280000.0,-109348860011.7,11.700000000000001,-95467580011.7,0.26394257867916804,-954675.8001170006,2544528.0000260035
1993-08-16,10244640000.0,-109348860011.7,11.700000000000001,-99104220011.7,0.0380929316481502,-991042.2001170006,2580894.400026004
1993-08-17,10818080000.0,-109348860011.7,11.700000000000001,-98530780011.7,-0.005786231907504047,-985307.8001170006,2575160.0000260035
1993-08-18,18872000000.0,-109348860011.7,11.700000000000001,-90476860011.7,-0.08174014251225492,-904768.6001170005,2494620.8000260033
1993-08-19,15212960000.0,-109348860011.7,11.700000000000001,-94135900011.7,0.040441721778660566,-941359.0001170004,2531211.2000260036
1993-08-20,9993760000.0,-109348860011.7,11.700000000000001,-99355100011.7,0.05544324746830176,-993551.0001170004,2583403.2000260036
1993-08-23,9117920000.0,-109348860011.7,11.700000000000001,-100230940011.7,0.008815249543273174,-1002309.4001170004,2592161.6000260036
1993-08-24,10125920000.0,-109348860011.7,11.700000000000001,-99222940011.7,-0.010056774882908792,-992229.4001170004,2582081.6000260036
1993-08-25,14576800000.0,-109348860011.7,11.700000000000001,-94772060011.7,-0.04485736866368972,-947720.6001170005,2537572.8000260033
1993-08-26,17614240000.0,-109348860011.7,11.700000000000001,-91734620011.7,-0.03204995227100704,-917346.2001170005,2507198.4000260034
1993-08-27,18656960000.0,-109348860011.7,11.700000000000001,-90691900011.7,-0.011366701032467508,-906919.0001170004,2496771.2000260036
1993-08-30,27373920000.0,-109348860011.7,11.700000000000001,-81974940011.7,-0.09611619117997794,-819749.4001170003,2409601.600026003
1993-08-31,12787040000.0,-109348860011.7,11.700000000000001,-96561820011.7,0.17794316162864,-965618.2001170004,2555470.4000260034
1993-09-01,22556800000.0,-109348860011.7,11.700000000000001,-86792060011.7,-0.10117622056850462,-867920.6001170003,2457772.8000260033
1993-09-02,28226240000.0,-109348860011.7,11.700000000000001,-81122620011.7,-0.06532210434037089,-811226.2001170003,2401078.4000260034
1993-09-03,16293760000.0,-109348860011.7,11.700000000000001,-93055100011.7,0.14709189617247365,-930551.0001170004,2520403.2000260036
1993-09-07,14353920000.0,-109348860011.7,11.700000000000001,-94994940011.7,0.020846143841187548,-949949.4001170003,2539801.600026003
1993-09-08,22663200000.0,-109348860011.7,11.700000000000001,-86685660011.7,-0.08747076422151112,-866856.6001170003,2456708.8000260033
1993-09-09,14953120000.0,-109348860011.7,11.700000000000001,-94395740011.7,0.08894296933263668,-943957.4001170003,2533809.600026003
1993-09-10,13448960000.0,-109348860011.7,11.700000000000001,-95899900011.7,0.015934617386479166,-958999.0001170003,2548851.200026003
1993-09-13,25578560000.0,-109348860011.7,11.700000000000001,-83770300011.7,-0.12648188369873337,-837703.0001170003,2427555.200026003
1993-09-14,27664000000.0,-109348860011.7,11.700000000000001,-81684860011.7,-0.024894741927732555,-816848.6001170003,2406700.8000260033
1993-09-15,25772320000.0,-109348860011.7,11.700000000000001,-83576540011.7,0.02315826947281363,-835765.4001170003,2425617.600026003
1993-09-16,8596000000.0,-109348860011.7,11.700000000000001,-100752860011.7,0.205516045502667,-1007528.6001170005,2597380.8000260033
1993-09-17,17203200000.0,-109348860011.7,11.700000000000001,-92145660011.7,-0.08542884042200372,-921456.6001170005,2511308.8000260033
1993-09-20,11103680000.0,-109348860011.7,11.700000000000001,-98245180011.7,0.06619432753778676,-982451.8001170006,2572304.0000260035
1993-09-21,14649600000.0,-109348860011.7,11.700000000000001,-94699260011.7,-0.03609255944747336,-946992.6001170005,2536844.8000260033
1993-09-22,11048800000.0,-109348860011.7,11.700000000000001,-98300060011.7,0.03802352837345424,-983000.6001170005,2572852.8000260033
1993-09-23,13095040000.0,-109348860011.7,11.700000000000001,-96253820011.7,-0.020816263995733553,-962538.2001170005,2552390.4000260034
1993-09-24,7657440000.0,-109348860011.7,11.700000000000001,-101691420011.7,0.0564923033635345,-1016914.2001170006,2606766.400026004
1993-09-27,11317600000.0,-109348860011.7,11.700000000000001,-98031260011.7,-0.035992810402085906,-980312.6001170005,2570164.8000260033
1993-09-28,9455040000.0,-109348860011.7,11.700000000000001,-99893820011.7,0.018999653781637704,-998938.2001170006,2588790.400026004
1993-09-29,23674560000.0,-109348860011.7,11.700000000000001,-85674300011.7,-0.14234634333069396,-856743.0001170005,2446595.2000260036
1993-09-30,27490400000.0,-109348860011.7,11.700000000000001,-81858460011.7,-0.04453891072910887,-818584.6001170005,2408436.8000260033
1993-10-01,33598880000.0,-109348860011.7,11.700000000000001,-75749980011.7,-0.07462246417935203,-757499.8001170005,2347352.0000260035
1993-10-04,19284160000.0,-109348860011.7,11.700000000000001,-90064700011.7,0.18897325118487185,-900647.0001170007,2490499.2000260036
1993-10-05,17631040000.0,-109348860011.7,11.700000000000001,-91717820011.7,0.01835480493229036,-917178.2001170007,2507030.400026004
1993-10-06,17528000000.0,-109348860011.7,11.700000000000001,-91820860011.7,0.0011234458035183081,-918208.6001170006,2508060.8000260037
1993-10-07,13490400000.0,-109348860011.7,11.700000000000001,-95858460011.7,0.04397257877442584,-958584.6001170008,2548436.8000260037
1993-10-08,13940640000.0,-109348860011.7,11.700000000000001,-95408220011.7,-0.00469692502826613,-954082.2001170007,2543934.400026004
1993-10-11,16114560000.0,-109348860011.7,11.700000000000001,-93234300011.7,-0.02278545810553234,-932343.0001170007,2522195.2000260036
1993-10-12,30634240000.0,-109348860011.7,11.700000000000001,-78714620011.7,-0.15573324407624578,-787146.2001170005,2376998.4000260034
1993-10-13,17700480000.0,-109348860011.7,11.700000000000001,-91648380011.7,0.16431204264312727,-916483.8001170007,2506336.0000260035
1993-10-14,16068640000.0,-109348860011.7,11.700000000000001,-93280220011.7,0.01780544293081543,-932802.2001170008,2522654.400026004
1993-10-15,95524800000.0,-109348860011.7,11.700000000000001,-13824060011.699997,-0.8518007353545471,-138240.60011700008,1728092.800026003
1993-10-18,33299840000.0,-109348860011.7,11.700000000000001,-76049020011.7,4.50120731155217,-760490.2001170006,2350342.400026004
1993-10-19,21357280000.0,-109348860011.7,11.700000000000001,-87991580011.7,0.15703765805480008,-879915.8001170006,2469768.0000260035
1993-10-20,13840960000.0,-109348860011.7,11.700000000000001,-95507900011.7,0.08542090048843964,-955079.0001170007,2544931.2000260036
1993-10-21,62711040000.0,-109348860011.7,11.700000000000001,-46637820011.7,-0.5116862583515424,-466378.2001170003,2056230.4000260034
1993-10-22,39607680000.0,-109348860011.7,11.700000000000001,-69741180011.7,0.49537821438060514,-697411.8001170005,2287264.0000260035
1993-10-25,21912800000.0,-109348860011.7,11.700000000000001,-87436060011.7,0.2537221193709578,-874360.6001170006,2464212.8000260037
1993-10-26,22247680000.0,-109348860011.7,11.700000000000001,-87101180011.7,-0.0038299987437127037,-871011.8001170006,2460864.0000260035
1993-10-27,45906560000.0,-109348860011.7,11.700000000000001,-63442300011.7,-0.2716252523424135,-634423.0001170004,2224275.2000260036
1993-10-28,24446240000.0,-109348860011.7,11.700000000000001,-84902620011.7,0.33826516371635806,-849026.2001170006,2438878.400026004
1993-10-29,13686400000.0,-109348860011.7,11.700000000000001,-95662460011.7,0.12673154254270647,-956624.6001170006,2546476.8000260037
1993-11-01,10597440000.0,-109348860011.7,11.700000000000001,-98751420011.7,0.032290200352596,-987514.2001170006,2577366.400026004
1993-11-02,22424640000.0,-109348860011.7,11.700000000000001,-86924220011.7,-0.11976739168508888,-869242.2001170006,2459094.400026004
1993-11-03,17696000000.0,-109348860011.7,11.700000000000001,-91652860011.7,0.05439956780013122,-916528.6001170006,2506380.8000260037
1993-11-04,18537120000.0,-109348860011.7,11.700000000000001,-90811740011.7,-0.00917723680300453,-908117.4001170007,2497969.6000260036
1993-11-05,37803360000.0,-109348860011.7,11.700000000000001,-71545500011.7,-0.21215582916391407,-715455.0001170005,2305307.2000260036
1993-11-08,16699200000.0,-109348860011.7,11.700000000000001,-92649660011.7,0.2949753652787217,-926496.6001170006,2516348.8000260037
1993-11-09,17124800000.0,-109348860011.7,11.700000000000001,-92224060011.7,-0.004593648805038875,-922240.6001170006,2512092.8000260037
1993-11-10,7697760000.0,-109348860011.7,11.700000000000001,-101651100011.7,0.10221887866142576,-1016511.0001170008,2606363.2000260036
1993-11-11,14243040000.0,-109348860011.7,11.700000000000001,-95105820011.7,-0.06438966227858467,-951058.2001170007,2540910.400026004
1993-11-12,14366240000.0,-109348860011.7,11.700000000000001,-94982620011.7,-0.001295399166789668,-949826.2001170007,2539678.400026004
1993-11-15,15710240000.0,-109348860011.7,11.700000000000001,-93638620011.7,-0.01414995711672773,-936386.2001170007,2526238.400026004
1993-11-16,30308320000.0,-109348860011.7,11.700000000000001,-79040540011.7,-0.15589806853385912,-790405.4001170007,2380257.6000260036
1993-11-17,30262400000.0,-109348860011.7,11.700000000000001,-79086460011.7,0.0005809676906711747,-790864.6001170006,2380716.8000260037
1993-11-18,11440800000.0,-109348860011.7,11.700000000000001,-97908060011.7,0.23798764032699848,-979080.6001170009,2568932.8000260037
1993-11-19,12296480000.0,-109348860011.7,11.700000000000001,-97052380011.7,-0.008739627768109659,-970523.8001170008,2560376.000026004
1993-11-22,15060640000.0,-109348860011.7,11.700000000000001,-94288220011.7,-0.028481115039803995,-942882.2001170007,2532734.400026004
1993-11-23,18616640000.0,-109348860011.7,11.700000000000001,-90732220011.7,-0.03771414922838445,-907322.2001170007,2497174.400026004
1993-11-24,9044000000.0,-109348860011.7,11.700000000000001,-100304860011.7,0.10550430705614389,-1003048.6001170008,2592900.8000260037
1993-11-26,4344480000.0,-109348860011.7,11.700000000000001,-105004380011.7,0.0468523658719211,-1050043.8001170007,2639896.0000260035
1993-11-29,9671200000.0,-109348860011.7,11.700000000000001,-99677660011.7,-0.05072855055576231,-996776.6001170006,2586628.8000260037
1993-11-30,11266080000.0,-109348860011.7,11.700000000000001,-98082780011.7,-0.01600037560886558,-980827.8001170006,2570680.0000260035
1993-12-01,11121600000.0,-109348860011.7,11.700000000000001,-98227260011.7,0.001473041445019918,-982272.6001170006,2572124.8000260037
1993-12-02,10065440000.0,-109348860011.7,11.700000000000001,-99283420011.7,0.010752208703308952,-992834.2001170006,2582686.400026004
1993-12-03,12046720000.0,-109348860011.7,11.700000000000001,-97302140011.7,-0.01995579926403135,-973021.4001170006,2562873.6000260036
1993-12-06,15697920000.0,-109348860011.7,11.700000000000001,-93650940011.7,-0.0375243545471966,-936509.4001170006,2526361.6000260036
1993-12-07,6385120000.0,-109348860011.7,11.700000000000001,-102963740011.7,0.09944160730086149,-1029637.4001170007,2619489.6000260036
1993-12-08,3959200000.0,-109348860011.7,11.700000000000001,-105389660011.7,0.023560915713865205,-1053896.6001170008,2643748.8000260037
1993-12-09,0.0,-105389660013.0,13.000000000000002,-105389660013.0,1.2335243937400264e-11,-1053896.6001300009,2643748.8000390036
1993-12-10,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-13,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-14,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-15,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-16,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-17,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-20,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-21,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-22,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-23,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-27,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-28,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-29,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-30,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1993-12-31,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-03,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-04,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-05,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-06,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-07,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-10,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-11,0.0,-105389660013.0,13.000000000000002,-105389660013.0,0.0,-1053896.6001300009,2643748.8000390036
1994-01-12,43911840000.0,-140929500014.3,14.300000000000002,-97017660014.29999,-0.07943853313187754,-970176.6001430007,2560028.800052004
1994-01-13,53159680000.0,-140929500014.3,14.300000000000002,-87769820014.29999,-0.09532120233199715,-877698.2001430007,2467550.4000520036
1994-01-14,21451360000.0,-140929500014.3,14.300000000000002,-119478140014.29999,0.36126677706339017,-1194781.400143001,2784633.6000520037
1994-01-17,14571200000.0,-140929500014.3,14.300000000000002,-126358300014.29999,0.05758509463887318,-1263583.000143001,2853435.2000520043
1994-01-18,36280160000.0,-140929500014.3,14.300000000000002,-104649340014.29999,-0.171804780513375,-1046493.4001430009,2636345.6000520037
1994-01-19,28159040000.0,-140929500014.3,14.300000000000002,-112770460014.29999,0.07760316499741204,-1127704.600143001,2717556.800052004
1994-01-20,26808320000.0,-140929500014.3,14.300000000000002,-114121180014.29999,0.011977604771929773,-1141211.800143001,2731064.000052004
1994-01-21,98013440000.0,-140929500014.3,14.300000000000002,-42916060014.29999,-0.6239430751686726,-429160.60014300025,2019012.8000520032
1994-01-24,69214880000.0,-140929500014.3,14.300000000000002,-71714620014.29999,0.6710438933677527,-717146.2001430005,2306998.4000520036
1994-01-25,44233280000.0,-140929500014.3,14.300000000000002,-96696220014.29999,0.34834738014394606,-966962.2001430007,2556814.4000520036
1994-01-26,16580480000.0,-140929500014.3,14.300000000000002,-124349020014.29999,0.2859760184618443,-1243490.200143001,2833342.400052004
1994-01-27,13224960000.0,-140929500014.3,14.300000000000002,-127704540014.29999,0.026984691955064255,-1277045.4001430012,2866897.600052004
1994-01-28,13643840000.0,-140929500014.3,14.300000000000002,-127285660014.29999,-0.0032800713267757686,-1272856.6001430012,2862708.800052004
1994-01-31,23838080000.0,-140929500014.3,14.300000000000002,-117091420014.29999,-0.0800894617575516,-1170914.200143001,2760766.400052004
1994-02-01,15672160000.0,-140929500014.3,14.300000000000002,-125257340014.29999,0.06973969569250005,-1252573.400143001,2842425.6000520037
1994-02-02,14645120000.0,-140929500014.3,14.300000000000002,-126284380014.29999,0.008199439648668427,-1262843.800143001,2852696.000052004
1994-02-03,13799520000.0,-140929500014.3,14.300000000000002,-127129980014.29999,0.00669599834836454,-1271299.800143001,2861152.000052004
1994-02-04,35400960000.0,-140929500014.3,14.300000000000002,-105528540014.29999,-0.169916175536016,-1055285.4001430008,2645137.6000520037
1994-02-07,72544640000.0,-140929500014.3,14.300000000000002,-68384860014.29999,-0.3519775787191477,-683848.6001430005,2273700.8000520035
1994-02-08,28538720000.0,-140929500014.3,14.300000000000002,-112390780014.29999,0.6435038397504638,-1123907.800143001,2713760.000052004
1994-02-09,18698400000.0,-140929500014.3,14.300000000000002,-122231100014.29999,0.0875545129124291,-1222311.000143001,2812163.2000520043
1994-02-10,30203040000.0,-140929500014.3,14.300000000000002,-110726460014.29999,-0.09412203603382496,-1107264.600143001,2697116.800052004
1994-02-11,16424800000.0,-140929500014.3,14.300000000000002,-124504700014.29999,0.12443493631260849,-1245047.000143001,2834899.2000520043
1994-02-14,24554880000.0,-140929500014.3,14.300000000000002,-116374620014.29999,-0.06529938226481591,-1163746.200143001,2753598.400052004
1994-02-15,12977440000.0,-140929500014.3,14.300000000000002,-127952060014.29999,0.09948423460869193,-1279520.6001430012,2869372.800052004
1994-02-16,12202400000.0,-140929500014.3,14.300000000000002,-128727100014.29999,0.006057268635716984,-1287271.000143001,2877123.2000520043
1994-02-17,14515200000.0,-140929500014.3,14.300000000000002,-126414300014.29999,-0.017966690772518557,-1264143.000143001,2853995.2000520043
1994-02-18,14907200000.0,-140929500014.3,14.300000000000002,-126022300014.29999,-0.003100915006891247,-1260223.000143001,2850075.2000520043
1994-02-22,21456960000.0,-140929500014.3,14.300000000000002,-119472540014.29999,-0.051973023816076935,-1194725.400143001,2784577.6000520037
1994-02-23,26053440000.0,-140929500014.3,14.300000000000002,-114876060014.29999,-0.03847310854402053,-1148760.600143001,2738612.800052004
1994-02-24,19785920000.0,-140929500014.3,14.300000000000002,-121143580014.29999,0.05455897424772238,-1211435.8001430011,2801288.000052004
1994-02-25,23682400000.0,-140929500014.3,14.300000000000002,-117247100014.29999,-0.032164147695982304,-1172471.000143001,2762323.2000520043
1994-02-28,12382720000.0,-140929500014.3,14.300000000000002,-128546780014.29999,0.09637492098842393,-1285467.8001430011,2875320.000052004
1994-03-01,21187040000.0,-140929500014.3,14.300000000000002,-119742460014.29999,-0.06849117495607882,-1197424.6001430012,2787276.800052004
1994-03-02,29414560000.0,-140929500014.3,14.300000000000002,-111514940014.29999,-0.06871013004925275,-1115149.400143001,2705001.6000520037
1994-03-03,18847360000.0,-140929500014.3,14.300000000000002,-122082140014.29999,0.09476039711490603,-1220821.400143001,2810673.6000520037
1994-03-04,22684480000.0,-140929500014.3,14.300000000000002,-118245020014.29999,-0.0314306416937854,-1182450.2001430008,2772302.4000520036
1994-03-07,31039680000.0,-140929500014.3,14.300000000000002,-109889820014.29999,-0.07066005823323096,-1098898.2001430008,2688750.4000520036
1994-03-08,18605440000.0,-140929500014.3,14.300000000000002,-122324060014.29999,0.11315188247994157,-1223240.600143001,2813092.800052004
1994-03-09,24853920000.0,-140929500014.3,14.300000000000002,-116075580014.29999,-0.05108136534439367,-1160755.800143001,2750608.000052004
1994-03-10,14376320000.0,-140929500014.3,14.300000000000002,-126553180014.29999,0.09026532539151821,-1265531.800143001,2855384.000052004
1994-03-11,16184000000.0,-140929500014.3,14.300000000000002,-124745500014.29999,-0.014283955565523865,-1247455.0001430009,2837307.200052004
1994-03-14,44170560000.0,-140929500014.3,14.300000000000002,-96758940014.29999,-0.2243492550576318,-967589.4001430006,2557441.6000520037
1994-03-15,20454560000.0,-140929500014.3,14.300000000000002,-120474940014.29999,0.2451039665843282,-1204749.4001430008,2794601.6000520037
1994-03-16,14716800000.0,-140929500014.3,14.300000000000002,-126212700014.29999,0.04762617021696758,-1262127.0001430009,2851979.200052004
1994-03-17,15622880000.0,-140929500014.3,14.300000000000002,-125306620014.29999,-0.007178992287601327,-1253066.2001430008,2842918.4000520036
1994-03-18,22367520000.0,-140929500014.3,14.300000000000002,-118561980014.29999,-0.053825089203030974,-1185619.8001430007,2775472.0000520037
1994-03-21,24651200000.0,-140929500014.3,14.300000000000002,-116278300014.29999,-0.019261486690122398,-1162783.0001430006,2752635.2000520034
1994-03-22,24282720000.0,-140929500014.3,14.300000000000002,-116646780014.29999,0.0031689489780524216,-1166467.8001430004,2756320.000052003
1994-03-23,21668640000.0,-140929500014.3,14.300000000000002,-119260860014.29999,0.02241021997932169,-1192608.6001430005,2782460.8000520035
1994-03-24,18809280000.0,-140929500014.3,14.300000000000002,-122120220014.29999,0.023975678186935356,-1221202.2001430006,2811054.4000520036
1994-03-25,34363840000.0,-140929500014.3,14.300000000000002,-106565660014.29999,-0.12737088090881754,-1065656.6001430005,2655508.8000520035
1994-03-28,28257600000.0,-140929500014.3,14.300000000000002,-112671900014.29999,0.05730025975704178,-1126719.0001430004,2716571.2000520034
1994-03-29,21351680000.0,-140929500014.3,14.300000000000002,-119577820014.29999,0.06129230091197124,-1195778.2001430006,2785630.4000520036
1994-03-30,16982560000.0,-140929500014.3,14.300000000000002,-123946940014.29999,0.03653787967933786,-1239469.4001430008,2829321.6000520037
1994-03-31,20905920000.0,-140929500014.3,14.300000000000002,-120023580014.29999,-0.03165354465021364,-1200235.8001430007,2790088.0000520037
1994-04-04,16830240000.0,-140929500014.3,14.300000000000002,-124099260014.29999,0.033957327381123115,-1240992.6001430007,2830844.800052004
1994-04-05,9789920000.0,-140929500014.3,14.300000000000002,-131139580014.29999,0.05673136164702952,-1311395.800143001,2901248.000052004
1994-04-06,12909120000.0,-140929500014.3,14.300000000000002,-128020380014.29999,-0.02378534382724018,-1280203.800143001,2870056.000052004
1994-04-07,7736960000.0,-140929500014.3,14.300000000000002,-133192540014.29999,0.04040106738803817,-1331925.4001430008,2921777.6000520037
1994-04-08,17684800000.0,-140929500014.3,14.300000000000002,-123244700014.29999,-0.07468766643336011,-1232447.0001430006,2822299.2000520034
1994-04-11,10682560000.0,-140929500014.3,14.300000000000002,-130246940014.29999,0.05681574947391277,-1302469.4001430008,2892321.6000520037
1994-04-12,13683040000.0,-140929500014.3,14.300000000000002,-127246460014.29999,-0.023036855988099014,-1272464.6001430007,2862316.800052004
1994-04-13,23313920000.0,-140929500014.3,14.300000000000002,-117615580014.29999,-0.07568682067004207,-1176155.8001430007,2766008.0000520037
1994-04-14,22199520000.0,-140929500014.3,14.300000000000002,-118729980014.29999,0.009474935207261836,-1187299.800143001,2777152.000052004
1994-04-15,18835040000.0,-140929500014.3,14.300000000000002,-122094460014.29999,0.02833724051494646,-1220944.600143001,2810796.800052004
1994-04-18,23029440000.0,-140929500014.3,14.300000000000002,-117900060014.29999,-0.03435372906771317,-1179000.600143001,2768852.800052004
1994-04-19,16625280000.0,-140929500014.3,14.300000000000002,-124304220014.29999,0.05431854741399822,-1243042.2001430008,2832894.4000520036
1994-04-20,28184800000.0,-140929500014.3,14.300000000000002,-112744700014.29999,-0.09299378571918304,-1127447.0001430009,2717299.200052004
1994-04-21,41053600000.0,-140929500014.3,14.300000000000002,-99875900014.29999,-0.11414106382266997,-998759.0001430007,2588611.200052004
1994-04-22,69782720000.0,-140929500014.3,14.300000000000002,-71146780014.29999,-0.2876481713394987,-711467.8001430004,2301320.000052003
1994-04-25,35924000000.0,-140929500014.3,14.300000000000002,-105005500014.29999,0.47589954166857074,-1050055.0001430006,2639907.2000520034
1994-04-26,16422560000.0,-140929500014.3,14.300000000000002,-124506940014.29999,0.18571827187475165,-1245069.4001430008,2834921.6000520037
1994-04-28,10047520000.0,-140929500014.3,14.300000000000002,-130881980014.29999,0.05120228638875712,-1308819.8001430007,2898672.0000520037
1994-04-29,9478560000.0,-140929500014.3,14.300000000000002,-131450940014.29999,0.004347122498741474,-1314509.4001430005,2904361.6000520037
1994-05-02,12322240000.0,-140929500014.3,14.300000000000002,-128607260014.29999,-0.021633013804927104,-1286072.6001430005,2875924.8000520035
1994-05-03,13289920000.0,-140929500014.3,14.300000000000002,-127639580014.29999,-0.007524303059503801,-1276395.8001430004,2866248.000052003
1994-05-04,36415680000.0,-140929500014.3,14.300000000000002,-104513820014.29999,-0.18118016368754208,-1045138.2001430003,2634990.4000520036
1994-05-05,28833280000.0,-140929500014.3,14.300000000000002,-112096220014.29999,0.0725492571122417,-1120962.2001430003,2710814.4000520036
1994-05-06,18777920000.0,-140929500014.3,14.300000000000002,-122151580014.29999,0.08970293555587561,-1221515.8001430004,2811368.000052003
1994-05-09,14047040000.0,-140929500014.3,14.300000000000002,-126882460014.29999,0.03872958499141932,-1268824.6001430003,2858676.800052003
1994-05-10,14684320000.0,-140929500014.3,14.300000000000002,-126245180014.29999,-0.005022601232102297,-1262451.8001430002,2852304.000052003
1994-05-11,14552160000.0,-140929500014.3,14.300000000000002,-126377340014.29999,0.0010468518480073463,-1263773.400143,2853625.600052003
1994-05-12,10710560000.0,-140929500014.3,14.300000000000002,-130218940014.29999,0.030397854548650294,-1302189.4001430003,2892041.6000520033
1994-05-13,9261280000.0,-140929500014.3,14.300000000000002,-131668220014.29999,0.011129563793414787,-1316682.2001430003,2906534.4000520036
1994-05-16,13538560000.0,-140929500014.3,14.300000000000002,-127390940014.29999,-0.032485287638394866,-1273909.4001430003,2863761.6000520033
1994-05-17,18010720000.0,-140929500014.3,14.300000000000002,-122918780014.29999,-0.03510579323378871,-1229187.8001430004,2819040.000052003
1994-05-18,12386080000.0,-140929500014.3,14.300000000000002,-128543420014.29999,0.045758996301018096,-1285434.2001430006,2875286.4000520036
1994-05-19,27358240000.0,-140929500014.3,14.300000000000002,-113571260014.29999,-0.11647550686246255,-1135712.6001430005,2725564.8000520035
1994-05-20,9814560000.0,-140929500014.3,14.300000000000002,-131114940014.29999,0.15447288334910647,-1311149.4001430005,2901001.6000520037
1994-05-23,11995200000.0,-140929500014.3,14.300000000000002,-128934300014.29999,-0.016631514301590378,-1289343.0001430006,2879195.2000520034
1994-05-24,12644800000.0,-140929500014.3,14.300000000000002,-128284700014.29999,-0.005038224893825438,-1282847.0001430006,2872699.2000520034
1994-05-25,13611360000.0,-140929500014.3,14.300000000000002,-127318140014.29999,-0.007534491641577379,-1273181.4001430005,2863033.6000520037
1994-05-26,7303520000.0,-140929500014.3,14.300000000000002,-133625980014.29999,0.04954392201528801,-1336259.8001430004,2926112.000052003
1994-05-27,10868480000.0,-140929500014.3,14.300000000000002,-130061020014.29999,-0.026678644374533267,-1300610.2001430003,2890462.4000520036
1994-05-31,25739840000.0,-140929500014.3,14.300000000000002,-115189660014.29999,-0.11434140681323979,-1151896.6001430003,2741748.800052003
1994-06-01,38576160000.0,-140929500014.3,14.300000000000002,-102353340014.29999,-0.11143639106501801,-1023533.4001430002,2613385.6000520033
1994-06-02,38492160000.0,-140929500014.3,14.300000000000002,-102437340014.29999,0.0008206864572104511,-1024373.4001430001,2614225.600052003
1994-06-03,35368480000.0,-140929500014.3,14.300000000000002,-105561020014.29999,0.03049356806379344,-1055610.200143,2645462.400052003
1994-06-06,12603360000.0,-140929500014.3,14.300000000000002,-128326140014.29999,0.2156583935709988,-1283261.400143,2873113.600052003
1994-06-07,14024640000.0,-140929500014.3,14.300000000000002,-126904860014.29999,-0.011075529894701286,-1269048.600143,2858900.800052003
1994-06-08,27416480000.0,-140929500014.3,14.300000000000002,-113513020014.29999,-0.10552661260168417,-1135130.200143,2724982.400052003
1994-06-09,29352960000.0,-140929500014.3,14.300000000000002,-111576540014.29999,-0.017059540832902287,-1115765.400143,2705617.600052003
1994-06-10,14273280000.0,-140929500014.3,14.300000000000002,-126656220014.29999,0.13515099140076714,-1266562.200143,2856414.400052003
1994-06-13,9290400000.0,-140929500014.3,14.300000000000002,-131639100014.29999,0.03934177097214353,-1316391.0001430002,2906243.2000520034
